"HIGH_1"	"HIGH_2"	"HIGH_3"	"HIGH_4"	"LOW_1"	"LOW_2"	"LOW_3"	"LOW_4"
"CYYR1"	354	599	184	262	142	158	210	192
"ADAMTS1"	310	515	84	134	84	106	277	193
"LOC105372760"	0	0	0	1	0	0	0	0
"ADAMTS5"	298	354	239	343	215	304	255	505
"MIR4759"	0	0	0	0	0	0	0	0
"LOC124905050"	2	1	0	2	1	2	2	1
"LOC102724355"	0	0	0	0	1	0	0	0
"LOC105372759"	3	0	7	3	0	0	2	1
"LOC124905003"	4	6	2	3	0	2	1	4
"LOC105372762"	4	4	5	0	2	4	7	6
"RPL10P1"	2	2	0	1	1	1	0	1
"LINC01673"	0	0	0	0	0	0	0	0
"LINC00113"	0	0	0	0	0	0	0	0
"LINC00314"	0	0	0	0	0	0	0	0
"LINC01697"	0	0	0	0	0	0	12	0
"LINC01695"	8	26	18	13	23	46	25	29
"LINC00161"	0	0	0	0	0	0	0	0
"N6AMT1"	390	360	310	236	332	357	371	332
"LOC124905067"	0	0	0	0	0	0	0	0
"THUMPD1P1"	0	0	0	0	0	0	0	0
"LOC124905004"	0	0	0	0	0	0	0	0
"LTN1"	1	0	0	0	1	0	1	0
"LOC105372766"	0	0	0	0	0	0	0	0
"RPL23P2"	0	0	0	0	0	0	0	0
"RWDD2B"	0	0	0	0	0	0	0	0
"LOC124905005"	0	0	0	0	0	0	0	0
"USP16"	0	0	0	0	0	0	0	0
"CCT8"	0	0	0	0	0	0	0	0
"MAP3K7CL"	0	0	0	0	0	0	0	0
"LOC105372767"	1	0	0	0	0	0	0	0
"LOC124905065"	0	0	0	0	0	0	0	0
"LINC00189"	0	9	4	5	3	5	1	6
"GAPDHP14"	0	0	0	0	0	0	0	0
"LOC124905007"	0	0	1	2	2	0	1	1
"LOC105369299"	37	40	31	29	49	58	38	40
"BACH1"	2098	3361	1691	1850	1646	1787	1713	1907
"BACH1.IT2"	29	50	22	10	20	26	22	33
"LOC124905071"	0	0	0	0	0	0	0	0
"LOC107985486"	351	504	281	197	238	188	200	224
"LOC105372770"	0	0	0	0	0	0	0	0
"BACH1.IT3"	14	17	16	12	3	9	10	11
"GRIK1"	2	3	4	4	0	1	9	4
"LOC124905006"	73	90	53	28	29	23	36	45
"LOC105372768"	22	13	11	3	4	4	6	9
"GRIK1.AS2"	21	24	16	8	8	13	3	9
"GRIK1.AS1"	3	2	1	2	1	1	0	0
"CLDN17"	0	0	0	0	0	0	0	0
"LINC00307"	0	0	0	0	0	0	0	0
"CLDN8"	1	2	0	1	0	1	0	0
"RPL8P2"	0	0	0	0	0	0	0	0
"KRTAP24.1"	0	0	0	0	0	0	0	0
"KRTAP25.1"	0	0	0	0	0	0	0	0
"KRTAP26.1"	0	0	0	0	0	0	0	0
"KRTAP27.1"	0	0	0	0	0	0	0	0
"KRTAP23.1"	0	0	0	0	0	0	0	0
"KRTAP13.2"	0	0	0	0	0	0	0	0
"MIR4327"	0	0	0	0	0	0	0	0
"LOC105372772"	0	0	0	0	0	0	0	0
"KRTAP13.1"	0	0	0	0	0	0	0	0
"KRTAP13.3"	0	0	0	0	0	0	0	0
"KRTAP13.4"	0	0	0	0	0	0	0	0
"KRTAP15.1"	0	0	0	0	0	0	0	0
"KRTAP19.1"	0	0	0	0	0	0	0	0
"KRTAP19.2"	0	0	0	0	0	0	0	0
"KRTAP19.3"	0	0	0	0	0	0	0	0
"KRTAP19.4"	0	0	0	0	0	0	0	0
"KRTAP19.5"	0	0	0	0	0	0	0	0
"KRTAP19.6"	0	0	0	0	0	0	0	0
"KRTAP19.7"	0	0	0	0	0	0	0	0
"KRTAP22.2"	0	0	0	0	0	0	0	0
"KRTAP6.3"	0	0	0	0	0	0	0	0
"KRTAP6.2"	0	0	0	0	0	0	0	0
"KRTAP22.1"	0	0	0	0	0	0	0	0
"KRTAP6.1"	0	0	0	0	0	0	0	0
"KRTAP20.1"	0	0	0	0	0	0	0	0
"KRTAP20.4"	0	0	0	0	0	0	0	0
"KRTAP20.2"	0	0	0	0	0	0	0	0
"KRTAP20.3"	0	0	0	0	0	0	0	0
"LOC105372773"	0	0	0	0	0	0	0	0
"KRTAP21.3"	0	0	0	0	0	0	0	0
"KRTAP21.2"	0	0	0	0	0	0	0	0
"KRTAP21.1"	0	0	0	0	0	0	0	0
"KRTAP8.1"	0	0	0	0	1	0	0	0
"KRTAP7.1"	0	0	0	0	0	0	0	0
"KRTAP11.1"	0	0	0	0	0	0	0	0
"LOC105372776"	1	0	0	0	3	0	2	1
"LOC105372775"	0	0	0	0	2	0	2	0
"LOC105372774"	0	0	0	0	0	0	0	0
"KRTAP19.8"	1	1	0	0	3	5	0	0
"UBE3AP2"	1	1	3	1	29	8	9	3
"TIAM1"	760	555	597	532	953	745	987	722
"LOC105372777"	0	0	0	0	0	0	0	0
"LOC100129168"	0	0	0	0	0	0	0	0
"TIAM1.AS1"	1	0	0	0	0	0	0	3
"LOC107985488"	34	9	34	9	64	72	70	39
"SOD1"	10341	5506	8539	12861	11758	8601	10745	10209
"LOC124900469"	30	20	45	28	66	79	74	55
"SCAF4"	755	632	439	475	375	695	473	475
"HMGN1P2"	0	0	0	0	0	0	0	0
"LOC124905008"	9	1	5	0	3	7	6	5
"HUNK"	45	61	17	11	21	30	30	37
"LINC00159"	0	0	0	0	0	0	0	0
"MIS18A"	88	77	70	72	61	51	55	90
"MIS18A.AS1"	15	10	10	7	16	8	9	14
"MRAP"	46	3	13	21	0	3	0	6
"LOC124905009"	7	8	8	6	7	5	6	5
"MRAP.AS1"	26	29	37	14	24	32	23	27
"URB1"	1034	1007	885	561	832	762	809	776
"SNORA80A"	45	24	10	25	6	3	4	2
"URB1.AS1"	49	27	26	95	48	28	56	42
"EVA1C"	140	178	82	57	108	115	122	103
"LOC101928078"	21	16	9	2	9	9	14	8
"EXOSC3P1"	5	10	2	0	2	3	2	1
"CFAP298.TCP10L"	70	78	62	32	89	165	147	134
"TCP10L"	7	13	5	7	11	20	17	28
"CFAP298"	140	160	124	102	127	128	140	151
"SYNJ1"	658	716	493	455	381	459	438	528
"LOC124905011"	0	0	0	0	0	0	0	0
"PAXBP1.AS1"	58	67	39	46	60	73	48	76
"PAXBP1"	988	1114	820	625	846	862	880	893
"LOC124905010"	7	7	1	1	0	8	4	1
"C21orf62.AS1"	0	0	0	0	0	0	0	0
"C21orf62"	0	0	0	0	0	0	0	0
"LOC124900470"	0	0	0	0	0	0	0	0
"LOC124905012"	0	0	0	0	0	0	0	0
"LOC105377136"	4	3	1	4	2	1	3	3
"LINC01690"	0	0	2	0	1	0	0	0
"OLIG2"	0	0	0	0	0	0	0	0
"LINC00945"	0	0	0	0	0	0	0	0
"OLIG1"	0	0	1	1	0	0	1	1
"LOC101928107"	0	0	0	0	0	0	0	0
"LINC01548"	0	0	0	0	0	0	0	0
"LOC105372787"	0	1	1	3	0	0	0	0
"IFNAR2"	991	1208	696	716	381	669	472	684
"IL10RB.DT"	4	5	3	2	3	1	3	4
"IL10RB"	718	970	552	658	366	403	505	778
"IFNAR1"	3492	3777	2617	2992	2196	2622	2161	2623
"USF1P1"	6	14	8	2	2	9	9	8
"IFNGR2"	31	40	20	31	9	10	10	14
"TMEM50B"	5	11	21	7	15	10	24	14
"DNAJC28"	0	0	0	0	0	0	0	0
"GART"	910	922	762	646	593	585	634	712
"SON"	7806	8032	5877	5429	5368	5812	5183	6564
"MIR6501"	0	0	0	0	0	0	0	0
"DONSON"	364	248	300	256	212	214	184	300
"CRYZL1"	302	310	203	262	194	259	243	238
"ITSN1"	2691	2257	2125	1605	1849	1702	1961	2275
"ATP5PO"	1958	1634	1194	2636	1119	927	1283	1189
"LINC00649"	135	105	88	73	61	60	108	52
"LOC124905013"	0	0	0	0	0	0	0	0
"LOC101928126"	35	36	21	13	12	13	26	19
"LOC105372790"	11	10	17	7	27	16	26	18
"LOC105372789"	0	0	1	1	0	0	0	0
"MRPS6"	506	310	230	613	186	238	197	253
"SLC5A3"	3143	1561	3012	1815	2251	2282	2308	3316
"LINC00310"	15	32	27	15	12	23	15	25
"KCNE2"	2	1	1	2	0	3	1	0
"LOC105372791"	103	4	83	9	13	19	18	12
"SMIM11"	0	0	0	0	0	0	0	0
"C21orf140"	0	0	0	0	0	0	0	0
"LOC105372793"	0	0	0	0	0	0	0	0
"SMIM34"	0	0	0	0	0	0	0	2
"KCNE1"	29	14	19	34	16	10	25	299
"LOC124900475"	0	0	0	0	0	0	0	0
"RCAN1"	2457	934	2067	1982	1251	1437	1467	1689
"CLIC6"	132	204	21	18	5	10	20	9
"LINC00160"	0	5	0	0	0	0	0	0
"LOC107985515"	0	1	0	0	0	0	0	0
"LINC01426"	31	37	39	47	2	12	2	16
"RUNX1"	443	1267	206	272	106	268	155	241
"LOC124905014"	1678	1502	1495	358	296	865	155	282
"LOC112267915"	591	283	624	142	125	551	133	214
"RUNX1.IT1"	17	49	23	8	5	24	7	13
"LOC124905015"	6	17	0	1	1	2	1	4
"LOC100506403"	1	15	1	0	0	2	3	0
"MIR802"	0	0	0	0	0	0	4	1
"PPP1R2P2"	0	0	0	0	0	1	0	0
"LOC101928269"	5	15	2	2	0	1	2	0
"LINC01436"	0	3	0	5	1	1	0	7
"RPL23AP3"	0	0	0	0	0	0	0	0
"SETD4"	355	402	286	199	234	287	271	286
"CBR1.AS1"	2	0	4	3	3	8	6	7
"CBR1"	5549	2226	3464	3549	2292	2540	3323	2358
"LOC105369306"	0	4	9	0	0	0	1	7
"CBR3.AS1"	19	28	8	14	4	12	7	7
"RPS9P1"	0	0	0	0	1	0	0	0
"CBR3"	12	49	7	7	2	7	3	9
"DOP1B"	1778	1310	1581	457	171	1204	279	412
"RPL3P1"	0	0	0	0	0	0	0	1
"LOC124905016"	3	7	2	1	1	1	2	1
"LOC124905072"	0	0	0	0	0	0	0	0
"SRSF9P1"	0	0	1	0	1	1	0	0
"MORC3"	1731	1720	1588	1300	1603	1999	1734	1923
"CHAF1B"	56	63	41	20	14	32	26	56
"CLDN14.AS1"	59	23	46	58	54	63	57	50
"CLDN14"	1006	192	718	693	1671	1514	1137	1004
"PSMD4P1"	0	0	0	0	1	4	0	0
"LOC105369308"	0	0	0	0	0	0	0	0
"SIM2"	0	0	0	0	1	1	1	0
"LOC107985492"	0	0	0	0	0	0	0	0
"HLCS"	1437	1105	1216	804	1139	1381	1229	1468
"LOC105369305"	0	0	1	1	0	1	0	1
"HLCS.AS1"	23	19	12	12	21	35	18	29
"MRPL20P1"	0	0	0	0	0	0	0	0
"RIPPLY3"	3	1	2	3	0	1	2	0
"LOC124905017"	2	2	2	3	0	0	2	0
"PIGP"	332	245	253	458	252	231	217	230
"TTC3"	5814	6027	5403	4039	3943	4085	4299	5839
"TTC3.AS1"	0	0	0	0	0	0	0	0
"DSCR9"	3	6	3	3	0	1	8	3
"VPS26C"	1377	1265	944	1311	792	791	806	1096
"LOC124905018"	0	0	0	1	0	0	0	0
"LOC124905019"	0	0	0	0	0	0	0	0
"DYRK1A"	2167	2485	1681	1381	1722	1820	1683	2097
"LOC105372797"	0	0	0	0	0	0	0	0
"LOC105372798"	0	0	1	1	1	3	0	1
"KCNJ6"	1	16	1	0	0	0	0	0
"KCNJ6.AS1"	1	1	0	0	0	0	0	1
"LOC101928368"	0	1	0	0	0	0	0	1
"DSCR4"	0	0	0	0	0	0	0	0
"DSCR8"	0	0	0	0	0	0	0	0
"LOC124905020"	0	0	0	0	0	0	0	0
"LOC124905070"	0	0	0	0	0	0	0	0
"DSCR10"	0	0	0	0	0	0	0	0
"KCNJ15"	81	344	33	56	26	115	198	55
"LOC105372801"	0	2	0	0	0	1	0	0
"LINC01423"	0	0	0	0	0	0	0	2
"LOC107985513"	0	0	0	0	0	0	0	0
"ERG"	371	711	291	306	275	217	406	348
"LOC105372802"	0	1	0	0	0	0	0	0
"LINC00114"	0	0	0	0	0	0	0	0
"LOC107985480"	6	2	1	0	0	2	0	0
"ETS2"	2200	3526	1774	1845	1522	2042	2025	1902
"LOC101928398"	0	0	0	0	0	0	0	0
"LOC400867"	37	34	32	16	30	48	26	42
"LINC01700"	0	0	1	0	0	0	2	0
"LINC02940"	43	38	41	29	33	62	28	27
"LINC02943"	2	2	2	1	4	14	1	6
"RPL23AP12"	0	0	0	0	0	0	0	0
"PSMG1"	450	365	364	584	267	214	260	242
"BRWD1"	5054	5622	5033	3174	5075	4980	5195	5358
"BRWD1.AS2"	13	7	8	8	11	7	10	14
"BRWD1.AS1"	4	6	6	6	8	2	9	6
"HMGN1"	1142	1979	843	1145	602	570	575	970
"LOC124905074"	23	31	7	2	9	8	12	28
"LOC105372804"	0	2	3	0	0	0	0	1
"GET1.SH3BGR"	0	0	0	2	0	0	0	0
"GET1"	296	360	346	356	230	267	243	240
"LCA5L"	39	51	27	15	16	18	25	14
"SH3BGR"	16	4	4	14	3	12	12	9
"MIR6508"	1	0	0	0	1	1	0	0
"RPS26P4"	0	0	0	0	0	0	0	0
"JCADP1"	5	2	6	0	5	8	1	5
"B3GALT5.AS1"	5	21	1	2	0	3	12	3
"B3GALT5"	63	262	31	9	4	32	77	29
"LOC107985499"	0	0	0	0	0	0	0	0
"IGSF5"	5	26	4	4	0	3	7	13
"LOC107985500"	0	0	0	0	0	0	0	0
"PCP4"	0	0	0	0	0	0	0	0
"DSCAM"	0	0	0	0	0	0	0	0
"MIR4760"	0	0	0	0	0	0	0	0
"DSCAM.AS1"	0	0	0	0	0	0	0	0
"LOC105369294"	0	0	0	0	0	0	0	0
"LOC124900473"	0	0	0	0	0	0	0	0
"DSCAM.IT1"	0	0	0	0	0	0	0	0
"LOC124905066"	0	0	0	0	0	0	0	0
"LINC00323"	3	1	0	0	0	0	2	0
"MIR3197"	0	0	0	0	0	0	0	0
"BACE2"	506	808	174	234	93	139	163	147
"PLAC4"	0	0	0	0	0	0	0	0
"FAM3B"	37	74	32	25	1	10	19	12
"MX2"	255	241	192	128	55	113	52	77
"MX1"	2422	585	2094	535	513	909	366	659
"TMPRSS2"	785	660	518	452	366	347	335	293
"LOC124905021"	0	0	0	0	0	0	0	0
"LOC124900472"	0	0	0	0	0	0	0	0
"LOC105372809"	0	0	0	0	0	0	0	0
"PCSEAT"	0	0	0	1	0	0	0	0
"LOC124905060"	0	0	0	0	0	0	0	0
"LOC105372812"	0	1	0	0	0	0	0	0
"LOC107985478"	0	0	0	2	0	0	0	0
"LOC105372813"	0	0	0	0	0	0	0	0
"LINC00111"	0	1	0	0	0	0	0	0
"LINC00479"	5	3	2	0	0	5	2	5
"LINC00112"	0	0	0	0	0	0	0	0
"RIPK4"	438	329	275	242	128	165	176	225
"MIR6814"	0	1	1	0	0	1	1	0
"LOC102724800"	61	34	31	67	41	32	41	64
"PRDM15"	183	213	142	117	172	168	167	124
"C2CD2"	794	935	569	641	467	525	529	703
"SNORA91"	2	13	5	2	1	2	1	2
"ZBTB21"	558	596	499	714	355	463	368	554
"ZNF295.AS1"	1	0	2	4	1	6	0	0
"LOC107985502"	1	0	1	0	0	0	2	1
"UMODL1"	1	1	1	0	0	3	0	0
"UMODL1.AS1"	0	0	0	4	0	0	0	0
"ABCG1"	301	477	234	173	246	127	169	231
"LOC105372814"	0	2	0	0	0	0	1	2
"TFF3"	159	45	8	20	0	15	31	22
"TFF2"	8	0	3	2	0	17	12	0
"LOC105372815"	0	0	0	0	0	1	0	1
"TFF1"	0	0	0	0	0	3	1	0
"TMPRSS3"	117	69	38	3	3	14	20	23
"UBASH3A"	30	82	38	36	14	59	29	70
"RSPH1"	1	25	3	1	0	5	3	1
"RSPH1.DT"	1	2	0	0	0	0	0	1
"SLC37A1"	265	438	164	128	94	149	126	185
"LOC107987299"	8	10	12	8	1	6	8	0
"LOC101928212"	1	0	3	0	2	1	1	0
"LINC01671"	3	7	1	5	5	8	6	4
"LOC101928255"	1	4	2	0	2	1	2	1
"PDE9A"	41	190	48	39	52	46	54	74
"PDE9A.AS1"	1	0	1	0	0	0	0	0
"LOC107985504"	1	0	0	0	0	0	0	0
"LINC01668"	0	0	0	0	1	0	0	1
"WDR4"	81	73	66	34	61	67	67	63
"LOC105372817"	29	8	13	37	14	26	7	14
"NDUFV3"	1022	704	818	996	967	721	895	887
"ERVH48.1"	1	2	0	2	0	1	0	0
"LOC124905022"	39	30	29	11	42	63	42	36
"LOC124905023"	85	44	31	1	15	12	27	15
"MIR5692B"	0	0	0	0	0	0	0	0
"LOC124905024"	0	0	0	0	1	1	0	3
"PKNOX1"	439	504	359	309	372	328	367	448
"CBS"	181	49	156	188	182	352	202	272
"U2AF1"	5	5	6	2	0	0	4	6
"LOC101928369"	3	2	3	2	5	2	3	2
"MRPL51P2"	0	0	0	0	0	0	0	0
"FRGCA"	0	0	0	0	0	0	0	0
"LOC107987300"	0	0	1	2	3	3	0	1
"CRYAA"	1	0	0	1	1	1	1	1
"LOC105372821"	2	0	1	0	0	1	0	0
"LOC124905025"	4	0	4	0	2	4	1	8
"LOC124905026"	0	0	0	0	0	1	1	0
"LINC00322"	0	3	0	0	0	0	0	0
"LOC124905027"	1	0	0	0	0	0	0	0
"LINC01679"	5	11	3	4	2	4	3	3
"LOC105377137"	0	0	0	0	0	0	0	0
"LOC124905028"	0	0	0	0	0	0	0	0
"SIK1"	15	1	7	12	0	0	0	1
"LOC124905029"	4	5	4	0	0	1	0	2
"HSF2BP"	8	18	7	5	11	5	5	5
"LINC00319"	1	0	0	0	0	0	0	0
"LOC124900467"	0	0	0	0	0	0	0	0
"LINC00313"	0	0	0	0	0	0	0	0
"LOC102723380"	0	0	0	0	0	0	0	0
"H2BC12L"	0	0	0	0	1	0	0	0
"MIR6070"	0	0	0	0	0	0	0	0
"RRP1B"	721	734	539	496	482	428	394	547
"LOC124905030"	0	0	0	0	0	1	0	0
"LOC124905031"	0	0	0	0	0	0	0	0
"LOC124905032"	0	0	0	0	0	1	0	0
"PDXK"	2337	1920	1803	1693	1267	1477	973	1987
"LOC105372824"	23	10	12	22	10	27	8	13
"CSTB"	711	661	332	859	227	180	199	518
"LOC105372825"	3	0	0	0	0	0	0	0
"RRP1"	157	188	145	140	129	122	148	143
"AATBC"	17	31	7	12	7	9	5	20
"LOC124905033"	4	0	2	8	5	14	5	8
"AGPAT3"	4024	2139	3046	2790	2484	2476	2119	2753
"LOC124905034"	27	20	32	16	17	37	11	16
"LOC105372826"	0	0	0	0	0	0	0	0
"LOC105372829"	1	0	0	1	1	1	2	1
"TRAPPC10"	899	839	806	570	654	675	641	812
"H2AZP1"	0	0	0	0	0	0	0	0
"PWP2"	62	9	45	20	0	26	0	2
"GATD3"	229	6	166	133	2	20	8	6
"LINC01678"	4	1	0	3	0	0	0	0
"LOC124905035"	6	2	0	2	0	4	0	0
"LOC105377139"	0	0	0	0	0	0	0	0
"LOC105372832"	0	2	0	0	0	0	0	0
"LOC102725065"	0	0	0	0	0	0	0	0
"ICOSLG"	9	1	4	0	1	5	8	17
"DNMT3L"	0	0	0	0	0	0	0	0
"DNMT3L.AS1"	0	0	0	0	0	0	0	0
"AIRE"	0	1	0	0	0	1	0	1
"PFKL"	1917	1104	1504	1541	1392	1272	1250	2103
"CFAP410"	182	108	105	224	132	186	183	146
"TRPM2"	94	313	52	80	16	71	27	88
"TRPM2.AS"	0	0	0	0	1	0	0	0
"LOC124905069"	0	0	0	0	0	0	0	0
"LOC124905068"	0	0	0	0	0	0	0	0
"LRRC3.DT"	10	1	10	3	9	22	15	13
"LRRC3"	1111	347	677	626	1027	1053	705	860
"LOC124905036"	252	70	252	130	245	337	280	203
"LOC124905037"	101	39	104	285	44	69	62	196
"LINC02575"	73	45	85	95	46	65	40	139
"TSPEAR"	1	1	0	1	0	1	1	10
"TSPEAR.AS1"	31	18	21	18	31	44	20	50
"TSPEAR.AS2"	5	7	15	5	13	20	5	25
"LOC124905038"	1	0	0	0	3	3	2	4
"KRTAP10.1"	0	0	0	0	0	0	0	0
"KRTAP10.2"	0	0	0	0	0	0	0	0
"KRTAP10.3"	0	0	0	0	0	0	0	0
"KRTAP10.4"	0	0	0	0	0	0	0	0
"KRTAP10.5"	0	0	0	0	0	0	0	0
"KRTAP10.6"	0	0	0	0	0	0	0	0
"KRTAP10.7"	0	0	0	0	0	0	0	0
"KRTAP10.8"	0	0	0	0	0	0	0	0
"KRTAP10.9"	0	0	0	0	0	0	0	0
"KRTAP10.10"	0	0	0	0	0	0	0	0
"KRTAP10.11"	0	0	0	0	0	0	0	0
"KRTAP12.4"	0	0	0	0	0	0	0	0
"KRTAP12.3"	0	0	0	0	0	0	0	0
"KRTAP12.2"	0	0	0	0	0	0	0	0
"KRTAP12.1"	0	0	0	0	0	0	0	0
"KRTAP10.12"	0	0	0	0	0	0	0	0
"UBE2G2"	1252	1160	978	884	801	831	967	859
"LINC01424"	6	9	8	1	9	6	12	5
"SUMO3"	833	901	541	844	584	661	693	728
"PTTG1IP"	2841	4561	2191	3253	1845	1202	2661	2573
"LOC124905039"	36	45	49	20	47	71	45	62
"ITGB2"	983	1580	609	684	260	470	255	442
"LOC107987303"	9	33	7	13	5	5	6	6
"ITGB2.AS1"	46	46	25	39	13	18	10	30
"LINC01547"	31	21	25	42	17	33	20	41
"SLX9"	87	96	43	107	68	53	46	54
"LINC00163"	0	0	0	0	0	0	0	0
"LINC00165"	0	0	0	0	0	0	0	0
"PICSAR"	0	0	0	0	0	0	0	0
"LOC105372836"	6	2	6	2	3	3	5	3
"SSR4P1"	25	18	15	14	17	20	21	20
"ADARB1"	455	872	311	370	284	335	302	314
"LINC00334"	0	0	0	0	1	1	0	0
"LOC124905062"	0	1	0	0	0	0	0	0
"POFUT2"	339	368	329	215	259	258	315	287
"LINC00205"	202	252	141	63	145	163	159	170
"LOC124905040"	0	1	0	0	1	0	0	0
"LINC00316"	0	0	0	0	0	0	0	0
"LOC105372839"	0	1	0	0	0	0	0	0
"LOC124905041"	3	1	0	0	0	0	0	1
"LL21NC02.21A1.1"	0	0	0	0	0	0	0	0
"COL18A1"	61	21	31	32	31	30	21	31
"COL18A1.AS2"	0	0	0	0	0	0	0	0
"COL18A1.AS1"	0	0	0	0	0	0	0	0
"LOC124905042"	0	0	0	0	0	0	0	0
"MIR6815"	0	0	0	0	0	0	0	0
"SLC19A1"	1	0	0	0	0	0	0	0
"LOC107985485"	3	2	0	1	2	1	2	1
"LINC01694"	6	8	1	5	0	9	4	1
"PCBP3"	23	51	5	10	8	4	6	6
"PCBP3.AS1"	0	0	0	0	0	0	0	0
"LOC124905044"	0	1	2	0	0	0	1	0
"LOC101928796"	1	1	0	2	0	0	1	0
"LOC105372841"	0	0	0	0	0	0	0	0
"COL6A1"	1901	2736	1066	1088	839	1126	1084	1240
"LOC105372842"	10	1	4	0	0	2	2	0
"COL6A2"	1711	3387	767	1251	528	723	903	1047
"LOC124905043"	212	47	110	221	168	126	162	132
"FTCD"	4058	550	2983	2979	3438	3515	2551	3386
"FTCD.AS1"	0	0	0	0	0	0	0	0
"SPATC1L"	0	0	0	0	0	0	0	0
"LOC124905045"	0	0	0	0	0	0	0	0
"LSS"	491	74	300	816	313	390	436	1974
"SNORD159"	0	0	0	0	0	0	0	0
"MCM3AP.AS1"	20	15	23	60	19	25	38	155
"MCM3AP"	1642	1764	1309	1090	1434	1399	1309	1322
"YBEY"	174	160	96	187	116	90	118	103
"C21orf58"	47	39	44	22	32	38	32	42
"PCNT"	736	635	690	441	644	815	599	701
"LOC124905046"	178	155	196	67	188	211	181	232
"DIP2A"	931	962	790	554	536	859	714	881
"DIP2A.IT1"	18	13	5	5	9	17	9	8
"S100B"	6	10	1	4	4	15	19	8
"PRMT2"	836	1418	726	600	468	564	643	819
"DSTNP1"	0	0	0	0	0	0	0	0
"LOC124905058"	0	2	1	1	1	1	4	4
"RPL23AP4"	0	0	0	0	0	0	0	0
"LOC124905154"	0	0	0	0	0	0	0	0
"LOC124905166"	0	0	0	0	0	0	0	0
"LOC105379418"	0	0	0	0	0	0	0	0
"LOC100289194"	0	0	0	0	0	0	0	0
"FRG1FP"	9	13	6	7	4	3	10	11
"LOC102723688"	0	0	0	0	0	0	0	0
"CDC27P7"	0	0	0	0	0	0	0	0
"DUX4L40"	0	0	0	0	0	0	0	0
"PCMTD1P4"	0	0	0	0	0	0	0	0
"ZNF73P"	0	0	0	0	0	0	0	0
"PCMTD1P5"	0	0	0	0	0	0	0	0
"DUX4L43"	0	0	0	0	0	0	0	0
"CDC27P8"	0	0	0	0	0	0	0	0
"LOC100996699"	0	0	0	0	0	0	0	0
"LOC107987320"	0	0	0	0	0	0	0	0
"LOC107984037"	2	0	0	1	0	2	5	2
"LOC107984030"	0	0	0	0	0	0	0	0
"LOC101928041"	0	7	1	7	0	4	14	0
"LOC102723769"	0	0	0	4	0	0	8	0
"LOC107987323"	0	1	0	2	0	1	0	0
"LOC105379516"	1	0	2	1	1	0	0	1
"LOC107987322"	0	0	0	0	0	0	0	0
"FRG1GP"	0	4	1	0	3	6	8	4
"DUX4L44"	0	0	0	0	0	0	0	0
"LOC105379428"	0	0	0	0	0	0	0	0
"LOC112268290"	0	0	0	0	0	0	0	0
"LOC124905168"	0	0	0	0	0	0	0	0
"OR11H1"	0	0	0	0	0	0	0	0
"LOC124905151"	0	0	0	0	0	0	0	0
"LOC100420175"	0	0	0	0	0	0	0	0
"LOC780780"	0	0	0	0	0	0	0	0
"LOC112268291"	0	0	0	0	0	0	0	0
"NF1P6"	0	0	0	0	0	0	0	0
"LOC124905152"	0	0	0	0	0	0	0	0
"POTEH"	0	0	0	0	0	0	0	0
"POTEH.AS1"	0	0	0	0	0	0	0	0
"PSLNR"	0	0	0	0	0	0	0	0
"DUXAP8"	6	39	3	7	2	0	14	8
"BMS1P22"	0	0	0	0	0	0	0	0
"LOC100292922"	0	0	0	0	0	0	0	0
"LOC124905169"	0	0	0	0	0	0	0	0
"ABCD1P4"	0	0	0	0	0	0	0	0
"PABPC1P9"	0	0	0	0	0	0	0	0
"SLC9B1P4"	0	0	0	0	0	0	0	0
"LOC100422375"	0	0	0	1	0	0	0	0
"CCT8L2"	0	0	0	0	0	1	0	0
"FABP5P11"	0	0	0	0	0	0	0	0
"TPTEP1"	10	16	10	18	5	3	6	5
"SLC25A15P5"	0	0	0	0	0	0	0	0
"ANKRD62P1.PARP4P3"	0	0	1	0	2	0	0	2
"VWFP1"	3	5	3	0	0	0	2	0
"LINC01665"	0	0	0	0	0	0	0	0
"XKR3"	0	5	2	1	0	0	0	0
"HSFY1P1"	0	0	0	0	0	0	0	0
"ZNF402P"	0	0	0	0	0	0	0	0
"GAB4"	2	0	0	0	0	0	0	0
"CECR7"	0	2	0	1	1	1	1	0
"IL17RA"	592	923	515	403	347	386	392	525
"TMEM121B"	2	53	1	12	2	5	3	0
"LINC01664"	0	1	0	0	0	0	0	0
"HDHD5"	392	429	318	446	311	269	370	351
"HDHD5.AS1"	7	7	4	8	12	21	3	9
"ADA2"	948	1278	522	766	232	476	257	447
"RPL32P5"	0	0	0	0	2	2	1	0
"LOC107985573"	0	10	1	6	1	1	1	3
"FAM32BP"	1	0	0	0	0	1	1	0
"CECR3"	4	3	0	3	0	1	1	2
"CECR2"	1088	631	1139	976	1180	1309	1412	1871
"TERF2IPP1"	90	45	109	34	123	108	156	149
"SLC25A18"	1175	615	1016	1126	947	1068	914	1159
"LOC105372850"	4	3	6	5	3	13	2	2
"LOC101929372"	9	7	1	1	7	5	2	5
"ATP6V1E1"	1180	1308	744	790	581	414	469	582
"BCL2L13"	1965	1314	1465	1337	1531	1346	1539	1417
"LOC124905160"	0	0	0	0	0	0	0	0
"BID"	695	741	487	932	430	296	391	609
"MIR3198.1"	3	3	2	6	4	2	2	3
"LINC00528"	23	26	16	24	21	7	14	23
